"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.14601,0.042994,0,-0.076483,1,1.0196,0.5,0.721,0.721
0.14712,0.043006,0,-0.076388,1,1.0211,0.5,0.722,0.722
0.14823,0.043018,0,-0.076293,1,1.0225,0.5,0.723,0.723
0.14934,0.04303,0,-0.076197,1,1.0239,0.5,0.724,0.724
0.15045,0.043042,0,-0.076102,1,1.0253,0.5,0.725,0.725
0.15156,0.043054,0,-0.076007,1,1.0267,0.5,0.726,0.726
0.15267,0.043066,0,-0.075911,1,1.0281,0.5,0.727,0.727
0.15378,0.043078,0,-0.075816,1,1.0295,0.5,0.728,0.728
0.15489,0.04309,0,-0.075721,1,1.031,0.5,0.729,0.729
0.156,0.043102,0,-0.075625,1,1.0324,0.5,0.73,0.73
0.15712,0.043105,0,-0.075523,1,1.0338,0.5,0.731,0.731
0.15824,0.043108,0,-0.07542,1,1.0352,0.5,0.732,0.732
0.15936,0.043111,0,-0.075317,1,1.0366,0.5,0.733,0.733
0.16049,0.043114,0,-0.075215,1,1.038,0.5,0.734,0.734
0.16161,0.043117,0,-0.075112,1,1.0394,0.5,0.735,0.735
0.16273,0.04312,0,-0.075009,1,1.0409,0.5,0.736,0.736
0.16385,0.043123,0,-0.074907,1,1.0423,0.5,0.737,0.737
0.16497,0.043126,0,-0.074804,1,1.0437,0.5,0.738,0.738
0.16609,0.043129,0,-0.074701,1,1.0451,0.5,0.739,0.739
0.16722,0.043132,0,-0.074598,1,1.0465,0.5,0.74,0.74
0.16835,0.043126,0,-0.074489,1,1.0479,0.5,0.741,0.741
0.16948,0.043119,0,-0.074379,1,1.0493,0.5,0.742,0.742
0.17061,0.043113,0,-0.074269,1,1.0508,0.5,0.743,0.743
0.17174,0.043107,0,-0.07416,1,1.0522,0.5,0.744,0.744
0.17287,0.043101,0,-0.07405,1,1.0536,0.5,0.745,0.745
0.174,0.043094,0,-0.07394,1,1.055,0.5,0.746,0.746
0.17513,0.043088,0,-0.073831,1,1.0564,0.5,0.747,0.747
0.17626,0.043082,0,-0.073721,1,1.0578,0.5,0.748,0.748
0.1774,0.043076,0,-0.073611,1,1.0592,0.5,0.749,0.749
0.17853,0.043069,0,-0.073502,1,1.0607,0.5,0.75,0.75
0.17966,0.043054,0,-0.073385,1,1.0621,0.5,0.751,0.751
0.1808,0.043038,0,-0.073269,1,1.0635,0.5,0.752,0.752
0.18194,0.043022,0,-0.073153,1,1.0649,0.5,0.753,0.753
0.18308,0.043006,0,-0.073037,1,1.0663,0.5,0.754,0.754
0.18422,0.04299,0,-0.07292,1,1.0677,0.5,0.755,0.755
0.18535,0.042974,0,-0.072804,1,1.0691,0.5,0.756,0.756
0.18649,0.042958,0,-0.072688,1,1.0706,0.5,0.757,0.757
0.18763,0.042943,0,-0.072572,1,1.072,0.5,0.758,0.758
0.18877,0.042927,0,-0.072455,1,1.0734,0.5,0.759,0.759
0.18991,0.042911,0,-0.072339,1,1.0748,0.5,0.76,0.76
0.19105,0.042885,0,-0.072217,1,1.0762,0.5,0.761,0.761
0.19219,0.042859,0,-0.072095,1,1.0776,0.5,0.762,0.762
0.19333,0.042834,0,-0.071972,1,1.079,0.5,0.763,0.763
0.19448,0.042808,0,-0.07185,1,1.0805,0.5,0.764,0.764
0.19562,0.042782,0,-0.071728,1,1.0819,0.5,0.765,0.765
0.19676,0.042757,0,-0.071605,1,1.0833,0.5,0.766,0.766
0.1979,0.042731,0,-0.071483,1,1.0847,0.5,0.767,0.767
0.19904,0.042705,0,-0.071361,1,1.0861,0.5,0.768,0.768
0.20019,0.04268,0,-0.071238,1,1.0875,0.5,0.769,0.769
0.20133,0.042654,0,-0.071116,1,1.0889,0.5,0.77,0.77
0.20247,0.042618,0,-0.070988,1,1.0904,0.5,0.771,0.771
0.20362,0.042582,0,-0.07086,1,1.0918,0.5,0.772,0.772
0.20476,0.042547,0,-0.070733,1,1.0932,0.5,0.773,0.773
0.2059,0.042511,0,-0.070605,1,1.0946,0.5,0.774,0.774
0.20705,0.042475,0,-0.070477,1,1.096,0.5,0.775,0.775
0.20819,0.042439,0,-0.070349,1,1.0974,0.5,0.776,0.776
0.20934,0.042403,0,-0.070221,1,1.0988,0.5,0.777,0.777
0.21048,0.042368,0,-0.070094,1,1.1003,0.5,0.778,0.778
0.21162,0.042332,0,-0.069966,1,1.1017,0.5,0.779,0.779
0.21277,0.042296,0,-0.069838,1,1.1031,0.5,0.78,0.78
0.21391,0.04225,0,-0.069705,1,1.1045,0.5,0.781,0.781
0.21505,0.042204,0,-0.069573,1,1.1059,0.5,0.782,0.782
0.2162,0.042158,0,-0.06944,1,1.1073,0.5,0.783,0.783
0.21734,0.042112,0,-0.069307,1,1.1087,0.5,0.784,0.784
0.21849,0.042066,0,-0.069175,1,1.1102,0.5,0.785,0.785
0.21963,0.04202,0,-0.069042,1,1.1116,0.5,0.786,0.786
0.22077,0.041974,0,-0.068909,1,1.113,0.5,0.787,0.787
0.22192,0.041928,0,-0.068777,1,1.1144,0.5,0.788,0.788
0.22306,0.041882,0,-0.068644,1,1.1158,0.5,0.789,0.789
0.2242,0.041836,0,-0.068512,1,1.1172,0.5,0.79,0.79
0.22535,0.04178,0,-0.068375,1,1.1186,0.5,0.791,0.791
0.22649,0.041723,0,-0.068238,1,1.1201,0.5,0.792,0.792
0.22763,0.041667,0,-0.068101,1,1.1215,0.5,0.793,0.793
0.22877,0.041611,0,-0.067965,1,1.1229,0.5,0.794,0.794
0.22991,0.041554,0,-0.067828,1,1.1243,0.5,0.795,0.795
0.23105,0.041498,0,-0.067691,1,1.1257,0.5,0.796,0.796
0.2322,0.041442,0,-0.067554,1,1.1271,0.5,0.797,0.797
0.23334,0.041385,0,-0.067418,1,1.1285,0.5,0.798,0.798
0.23448,0.041329,0,-0.067281,1,1.13,0.5,0.799,0.799
0.23562,0.041272,0,-0.067144,1,1.1314,0.5,0.8,0.8
0.23676,0.041206,0,-0.067004,1,1.1328,0.5,0.801,0.801
0.2379,0.041139,0,-0.066864,1,1.1342,0.5,0.802,0.802
0.23904,0.041072,0,-0.066724,1,1.1356,0.5,0.803,0.803
0.24018,0.041005,0,-0.066584,1,1.137,0.5,0.804,0.804
0.24131,0.040938,0,-0.066444,1,1.1384,0.5,0.805,0.805
0.24245,0.040872,0,-0.066304,1,1.1399,0.5,0.806,0.806
0.24359,0.040805,0,-0.066164,1,1.1413,0.5,0.807,0.807
0.24473,0.040738,0,-0.066024,1,1.1427,0.5,0.808,0.808
0.24587,0.040671,0,-0.065884,1,1.1441,0.5,0.809,0.809
0.24701,0.040604,0,-0.065744,1,1.1455,0.5,0.81,0.81
0.24814,0.040527,0,-0.065601,1,1.1469,0.5,0.811,0.811
0.24928,0.04045,0,-0.065459,1,1.1483,0.5,0.812,0.812
0.25042,0.040372,0,-0.065316,1,1.1498,0.5,0.813,0.813
0.25155,0.040295,0,-0.065174,1,1.1512,0.5,0.814,0.814
0.25269,0.040218,0,-0.065031,1,1.1526,0.5,0.815,0.815
0.25383,0.040141,0,-0.064889,1,1.154,0.5,0.816,0.816
0.25496,0.040063,0,-0.064746,1,1.1554,0.5,0.817,0.817
0.2561,0.039986,0,-0.064604,1,1.1568,0.5,0.818,0.818
0.25723,0.039909,0,-0.064461,1,1.1582,0.5,0.819,0.819
0.25837,0.039832,0,-0.064319,1,1.1597,0.5,0.82,0.82
0.25951,0.039744,0,-0.064174,1,1.1611,0.5,0.821,0.821
0.26064,0.039656,0,-0.06403,1,1.1625,0.5,0.822,0.822
0.26178,0.039569,0,-0.063886,1,1.1639,0.5,0.823,0.823
0.26291,0.039481,0,-0.063742,1,1.1653,0.5,0.824,0.824
0.26405,0.039394,0,-0.063598,1,1.1667,0.5,0.825,0.825
0.26518,0.039306,0,-0.063454,1,1.1681,0.5,0.826,0.826
0.26632,0.039218,0,-0.063309,1,1.1696,0.5,0.827,0.827
0.26746,0.039131,0,-0.063165,1,1.171,0.5,0.828,0.828
0.26859,0.039043,0,-0.063021,1,1.1724,0.5,0.829,0.829
0.26973,0.038956,0,-0.062877,1,1.1738,0.5,0.83,0.83
0.27087,0.038858,0,-0.062732,1,1.1752,0.5,0.831,0.831
0.272,0.03876,0,-0.062587,1,1.1766,0.5,0.832,0.832
0.27314,0.038662,0,-0.062442,1,1.178,0.5,0.833,0.833
0.27428,0.038565,0,-0.062297,1,1.1795,0.5,0.834,0.834
0.27542,0.038467,0,-0.062152,1,1.1809,0.5,0.835,0.835
0.27656,0.038369,0,-0.062007,1,1.1823,0.5,0.836,0.836
0.2777,0.038272,0,-0.061863,1,1.1837,0.5,0.837,0.837
0.27884,0.038174,0,-0.061718,1,1.1851,0.5,0.838,0.838
0.27998,0.038076,0,-0.061573,1,1.1865,0.5,0.839,0.839
0.28112,0.037979,0,-0.061428,1,1.1879,0.5,0.84,0.84
0.28227,0.037871,0,-0.061283,1,1.1894,0.5,0.841,0.841
0.28342,0.037764,0,-0.061138,1,1.1908,0.5,0.842,0.842
0.28457,0.037656,0,-0.060993,1,1.1922,0.5,0.843,0.843
0.28571,0.037549,0,-0.060848,1,1.1936,0.5,0.844,0.844
0.28686,0.037442,0,-0.060704,1,1.195,0.5,0.845,0.845
0.28801,0.037334,0,-0.060559,1,1.1964,0.5,0.846,0.846
0.28916,0.037227,0,-0.060414,1,1.1978,0.5,0.847,0.847
0.29031,0.037119,0,-0.060269,1,1.1993,0.5,0.848,0.848
0.29146,0.037012,0,-0.060124,1,1.2007,0.5,0.849,0.849
0.29261,0.036905,0,-0.059979,1,1.2021,0.5,0.85,0.85
0.29378,0.036788,0,-0.059835,1,1.2035,0.5,0.851,0.851
0.29495,0.036672,0,-0.059692,1,1.2049,0.5,0.852,0.852
0.29611,0.036555,0,-0.059548,1,1.2063,0.5,0.853,0.853
0.29728,0.036439,0,-0.059404,1,1.2077,0.5,0.854,0.854
0.29845,0.036323,0,-0.05926,1,1.2092,0.5,0.855,0.855
0.29962,0.036206,0,-0.059116,1,1.2106,0.5,0.856,0.856
0.30078,0.03609,0,-0.058972,1,1.212,0.5,0.857,0.857
0.30195,0.035973,0,-0.058828,1,1.2134,0.5,0.858,0.858
0.30312,0.035857,0,-0.058684,1,1.2148,0.5,0.859,0.859
0.30429,0.03574,0,-0.05854,1,1.2162,0.5,0.86,0.86
0.30548,0.035616,0,-0.058398,1,1.2176,0.5,0.861,0.861
0.30668,0.035491,0,-0.058255,1,1.2191,0.5,0.862,0.862
0.30787,0.035366,0,-0.058113,1,1.2205,0.5,0.863,0.863
0.30907,0.035242,0,-0.057971,1,1.2219,0.5,0.864,0.864
0.31026,0.035117,0,-0.057829,1,1.2233,0.5,0.865,0.865
0.31146,0.034992,0,-0.057686,1,1.2247,0.5,0.866,0.866
0.31265,0.034868,0,-0.057544,1,1.2261,0.5,0.867,0.867
0.31385,0.034743,0,-0.057402,1,1.2275,0.5,0.868,0.868
0.31504,0.034618,0,-0.05726,1,1.229,0.5,0.869,0.869
0.31624,0.034493,0,-0.057117,1,1.2304,0.5,0.87,0.87
0.31747,0.034361,0,-0.056977,1,1.2318,0.5,0.871,0.871
0.3187,0.034229,0,-0.056838,1,1.2332,0.5,0.872,0.872
0.31993,0.034097,0,-0.056698,1,1.2346,0.5,0.873,0.873
0.32116,0.033965,0,-0.056558,1,1.236,0.5,0.874,0.874
0.32238,0.033832,0,-0.056418,1,1.2374,0.5,0.875,0.875
0.32361,0.0337,0,-0.056278,1,1.2389,0.5,0.876,0.876
0.32484,0.033568,0,-0.056138,1,1.2403,0.5,0.877,0.877
0.32607,0.033436,0,-0.055999,1,1.2417,0.5,0.878,0.878
0.3273,0.033304,0,-0.055859,1,1.2431,0.5,0.879,0.879
0.32853,0.033172,0,-0.055719,1,1.2445,0.5,0.88,0.88
0.32979,0.033032,0,-0.055582,1,1.2459,0.5,0.881,0.881
0.33105,0.032893,0,-0.055446,1,1.2473,0.5,0.882,0.882
0.33231,0.032754,0,-0.055309,1,1.2488,0.5,0.883,0.883
0.33357,0.032615,0,-0.055172,1,1.2502,0.5,0.884,0.884
0.33483,0.032476,0,-0.055036,1,1.2516,0.5,0.885,0.885
0.33609,0.032337,0,-0.054899,1,1.253,0.5,0.886,0.886
0.33735,0.032198,0,-0.054762,1,1.2544,0.5,0.887,0.887
0.33861,0.032059,0,-0.054626,1,1.2558,0.5,0.888,0.888
0.33987,0.031919,0,-0.054489,1,1.2572,0.5,0.889,0.889
0.34114,0.03178,0,-0.054352,1,1.2587,0.5,0.89,0.89
0.34241,0.031634,0,-0.05422,1,1.2601,0.5,0.891,0.891
0.34369,0.031488,0,-0.054087,1,1.2615,0.5,0.892,0.892
0.34497,0.031342,0,-0.053955,1,1.2629,0.5,0.893,0.893
0.34625,0.031196,0,-0.053822,1,1.2643,0.5,0.894,0.894
0.34752,0.03105,0,-0.05369,1,1.2657,0.5,0.895,0.895
0.3488,0.030904,0,-0.053557,1,1.2671,0.5,0.896,0.896
0.35008,0.030758,0,-0.053425,1,1.2685,0.5,0.897,0.897
0.35136,0.030612,0,-0.053292,1,1.27,0.5,0.898,0.898
0.35263,0.030466,0,-0.05316,1,1.2714,0.5,0.899,0.899
0.35391,0.03032,0,-0.053027,1,1.2728,0.5,0.9,0.9
0.35517,0.030166,0,-0.0529,1,1.2742,0.5,0.901,0.901
0.35643,0.030012,0,-0.052773,1,1.2756,0.5,0.902,0.902
0.35769,0.029858,0,-0.052645,1,1.277,0.5,0.903,0.903
0.35895,0.029704,0,-0.052518,1,1.2784,0.5,0.904,0.904
0.36021,0.02955,0,-0.052391,1,1.2799,0.5,0.905,0.905
0.36147,0.029396,0,-0.052264,1,1.2813,0.5,0.906,0.906
0.36273,0.029242,0,-0.052136,1,1.2827,0.5,0.907,0.907
0.36399,0.029088,0,-0.052009,1,1.2841,0.5,0.908,0.908
0.36524,0.028934,0,-0.051882,1,1.2855,0.5,0.909,0.909
0.3665,0.02878,0,-0.051755,1,1.2869,0.5,0.91,0.91
0.36769,0.028617,0,-0.051634,1,1.2883,0.5,0.911,0.911
0.36887,0.028453,0,-0.051514,1,1.2898,0.5,0.912,0.912
0.37005,0.028289,0,-0.051393,1,1.2912,0.5,0.913,0.913
0.37124,0.028126,0,-0.051273,1,1.2926,0.5,0.914,0.914
0.37242,0.027962,0,-0.051153,1,1.294,0.5,0.915,0.915
0.3736,0.027798,0,-0.051032,1,1.2954,0.5,0.916,0.916
0.37478,0.027635,0,-0.050912,1,1.2968,0.5,0.917,0.917
0.37597,0.027471,0,-0.050791,1,1.2982,0.5,0.918,0.918
0.37715,0.027307,0,-0.050671,1,1.2997,0.5,0.919,0.919
0.37833,0.027144,0,-0.050551,1,1.3011,0.5,0.92,0.92
0.37936,0.026967,0,-0.050439,1,1.3025,0.5,0.921,0.921
0.38038,0.026791,0,-0.050327,1,1.3039,0.5,0.922,0.922
0.3814,0.026614,0,-0.050216,1,1.3053,0.5,0.923,0.923
0.38243,0.026438,0,-0.050104,1,1.3067,0.5,0.924,0.924
0.38345,0.026262,0,-0.049992,1,1.3081,0.5,0.925,0.925
0.38447,0.026085,0,-0.049881,1,1.3096,0.5,0.926,0.926
0.3855,0.025909,0,-0.049769,1,1.311,0.5,0.927,0.927
0.38652,0.025733,0,-0.049657,1,1.3124,0.5,0.928,0.928
0.38755,0.025556,0,-0.049546,1,1.3138,0.5,0.929,0.929
0.38857,0.02538,0,-0.049434,1,1.3152,0.5,0.93,0.93
0.38934,0.025187,0,-0.049334,1,1.3166,0.5,0.931,0.931
0.3901,0.024994,0,-0.049233,1,1.318,0.5,0.932,0.932
0.39087,0.024801,0,-0.049133,1,1.3195,0.5,0.933,0.933
0.39164,0.024608,0,-0.049032,1,1.3209,0.5,0.934,0.934
0.3924,0.024415,0,-0.048932,1,1.3223,0.5,0.935,0.935
0.39317,0.024222,0,-0.048831,1,1.3237,0.5,0.936,0.936
0.39394,0.024029,0,-0.048731,1,1.3251,0.5,0.937,0.937
0.3947,0.023836,0,-0.04863,1,1.3265,0.5,0.938,0.938
0.39547,0.023643,0,-0.04853,1,1.3279,0.5,0.939,0.939
0.39624,0.02345,0,-0.048429,1,1.3294,0.5,0.94,0.94
0.39669,0.023232,0,-0.048343,1,1.3308,0.5,0.941,0.941
0.39714,0.023014,0,-0.048256,1,1.3322,0.5,0.942,0.942
0.39759,0.022797,0,-0.048169,1,1.3336,0.5,0.943,0.943
0.39805,0.022579,0,-0.048082,1,1.335,0.5,0.944,0.944
0.3985,0.022362,0,-0.047996,1,1.3364,0.5,0.945,0.945
0.39895,0.022144,0,-0.047909,1,1.3378,0.5,0.946,0.946
0.3994,0.021926,0,-0.047822,1,1.3393,0.5,0.947,0.947
0.39986,0.021709,0,-0.047736,1,1.3407,0.5,0.948,0.948
0.40031,0.021491,0,-0.047649,1,1.3421,0.5,0.949,0.949
0.40076,0.021274,0,-0.047562,1,1.3435,0.5,0.95,0.95
0.40119,0.021008,0,-0.047492,1,1.3449,0.5,0.951,0.951
0.40161,0.020742,0,-0.047421,1,1.3463,0.5,0.952,0.952
0.40204,0.020476,0,-0.04735,1,1.3477,0.5,0.953,0.953
0.40247,0.020211,0,-0.04728,1,1.3492,0.5,0.954,0.954
0.40289,0.019945,0,-0.047209,1,1.3506,0.5,0.955,0.955
0.40332,0.019679,0,-0.047138,1,1.352,0.5,0.956,0.956
0.40375,0.019413,0,-0.047067,1,1.3534,0.5,0.957,0.957
0.40417,0.019147,0,-0.046997,1,1.3548,0.5,0.958,0.958
0.4046,0.018882,0,-0.046926,1,1.3562,0.5,0.959,0.959
0.40503,0.018616,0,-0.046855,1,1.3576,0.5,0.96,0.96
0.40706,0.01825,0,-0.046801,1,1.3591,0.5,0.961,0.961
0.40909,0.017885,0,-0.046747,1,1.3605,0.5,0.962,0.962
0.41112,0.01752,0,-0.046692,1,1.3619,0.5,0.963,0.963
0.41316,0.017154,0,-0.046638,1,1.3633,0.5,0.964,0.964
0.41519,0.016789,0,-0.046584,1,1.3647,0.5,0.965,0.965
0.41722,0.016423,0,-0.046529,1,1.3661,0.5,0.966,0.966
0.41926,0.016058,0,-0.046475,1,1.3675,0.5,0.967,0.967
0.42129,0.015693,0,-0.046421,1,1.369,0.5,0.968,0.968
0.42332,0.015327,0,-0.046366,1,1.3704,0.5,0.969,0.969
0.42535,0.014962,0,-0.046312,1,1.3718,0.5,0.97,0.97
0.43324,0.014399,0,-0.046273,1,1.3732,0.5,0.971,0.971
0.44113,0.013837,0,-0.046234,1,1.3746,0.5,0.972,0.972
0.44902,0.013274,0,-0.046195,1,1.376,0.5,0.973,0.973
0.45691,0.012711,0,-0.046156,1,1.3774,0.5,0.974,0.974
0.4648,0.012148,0,-0.046117,1,1.3789,0.5,0.975,0.975
0.47269,0.011586,0,-0.046079,1,1.3803,0.5,0.976,0.976
0.48058,0.011023,0,-0.04604,1,1.3817,0.5,0.977,0.977
0.48847,0.01046,0,-0.046001,1,1.3831,0.5,0.978,0.978
0.49636,0.0098977,0,-0.045962,1,1.3845,0.5,0.979,0.979
0.50425,0.009335,0,-0.045923,1,1.3859,0.5,0.98,0.98
0.52356,0.0087345,0,-0.045889,1,1.3873,0.5,0.981,0.981
0.54287,0.0081341,0,-0.045856,1,1.3888,0.5,0.982,0.982
0.56218,0.0075336,0,-0.045822,1,1.3902,0.5,0.983,0.983
0.58149,0.0069332,0,-0.045788,1,1.3916,0.5,0.984,0.984
0.6008,0.0063327,0,-0.045755,1,1.393,0.5,0.985,0.985
0.6201,0.0057323,0,-0.045721,1,1.3944,0.5,0.986,0.986
0.63941,0.0051318,0,-0.045687,1,1.3958,0.5,0.987,0.987
0.65872,0.0045314,0,-0.045654,1,1.3972,0.5,0.988,0.988
0.67803,0.0039309,0,-0.04562,1,1.3987,0.5,0.989,0.989
0.69734,0.0033305,0,-0.045586,1,1.4001,0.5,0.99,0.99
0.72761,0.0029974,0,-0.045568,1,1.4015,0.5,0.991,0.991
0.75787,0.0026644,0,-0.04555,1,1.4029,0.5,0.992,0.992
0.78814,0.0023313,0,-0.045532,1,1.4043,0.5,0.993,0.993
0.8184,0.0019983,0,-0.045514,1,1.4057,0.5,0.994,0.994
0.84867,0.0016652,0,-0.045496,1,1.4071,0.5,0.995,0.995
0.87894,0.0013322,0,-0.045478,1,1.4086,0.5,0.996,0.996
0.9092,0.00099915,0,-0.04546,1,1.41,0.5,0.997,0.997
0.93947,0.00066608,0,-0.045442,1,1.4114,0.5,0.998,0.998
0.96973,0.00033304,0,-0.045424,1,1.4128,0.5,0.999,0.999
1,0,0,-0.045406,1,1.4142,0.5,1,1
